eps,dataset,expertType,model,f1,precision,recall,llmName
0.3,Victim,llm,Bayesian Network,0.814482300959892,0.7755499485810516,0.8703071672354948,QWQ_plus
0.4,Victim,llm,Bayesian Network,0.8036695538996137,0.7669884401519398,0.8642765685019206,QWQ_plus
0.5,Victim,llm,Bayesian Network,0.8088514500111826,0.7887337116435477,0.8688524590163934,QWQ_plus
0.6,Victim,llm,Bayesian Network,0.8033062847784215,0.781671009510463,0.8650725875320239,QWQ_plus
0.7,Victim,llm,Bayesian Network,0.7987968404365031,0.7472520590661536,0.8579795021961932,QWQ_plus
0.8,Victim,llm,Bayesian Network,0.7984949624567002,0.7435057193663123,0.8622677770659833,QWQ_plus
0.9,Victim,llm,Bayesian Network,0.8080536650396585,0.7600492334553866,0.8644646924829157,QWQ_plus
0.1,Criminal,human,Bayesian Network,0.8986832780889245,0.8679704766089167,0.9316493313521546,None
0.2,Criminal,human,Bayesian Network,0.8920837349121116,0.8595840300714473,0.9271375464684015,None
0.3,Criminal,human,Bayesian Network,0.8913859625510324,0.8586988658073376,0.9266600594648167,None
0.4,Criminal,human,Bayesian Network,0.8980646961798411,0.8671832893409432,0.9312267657992565,None
0.5,Criminal,human,Bayesian Network,0.8955471002408422,0.8639818618772076,0.929506246281975,None
0.6,Criminal,human,Bayesian Network,0.9005301864203865,0.871033912324235,0.9320941759603469,None
0.7,Criminal,human,Bayesian Network,0.9010871813548679,0.8710317984203628,0.9332908434246866,None
0.8,Criminal,human,Bayesian Network,0.8960348697028551,0.8707168736129278,0.9282527881040892,None
0.9,Criminal,human,Bayesian Network,0.8923867827483537,0.8604367681187822,0.9268010575016523,None
0.1,Criminal,llm,Bayesian Network,0.8943350954835075,0.8624420162983603,0.9286775631500743,QWQ_plus
0.2,Criminal,llm,Bayesian Network,0.9007863883328567,0.8706485537789694,0.9330855018587361,QWQ_plus
0.3,Criminal,llm,Bayesian Network,0.8834293269268868,0.8486262389731268,0.921209117938553,QWQ_plus
0.4,Criminal,llm,Bayesian Network,0.9051450727790815,0.8762073492627244,0.9360594795539033,QWQ_plus
0.5,Criminal,llm,Bayesian Network,0.8997416184472301,0.8700003082484086,0.9315883402736467,QWQ_plus
0.6,Criminal,llm,Bayesian Network,0.899334580755994,0.8687995528591982,0.9320941759603469,QWQ_plus
0.7,Criminal,llm,Bayesian Network,0.8963080611010688,0.8654337455794076,0.929466751646484,QWQ_plus
0.8,Criminal,llm,Bayesian Network,0.8981310241540809,0.8684386686339934,0.9299256505576208,QWQ_plus
0.9,Criminal,llm,Bayesian Network,0.8954301827605886,0.8702619607259526,0.9281229345670853,QWQ_plus
0.2,Victim,human,Bayesian Network,0.8235363710701671,0.7740399395608349,0.8797953964194374,None
0.3,Victim,human,Bayesian Network,0.796093106052771,0.7422477675440647,0.8583617747440273,None
0.4,Victim,human,Bayesian Network,0.8068318942253434,0.7536285106752727,0.8681177976952625,None
0.5,Victim,human,Bayesian Network,0.7995558793543672,0.7457869778166761,0.8616803278688525,None
0.6,Victim,human,Bayesian Network,0.8008753612340911,0.7804272774383791,0.8633646456020495,None
0.7,Victim,human,Bayesian Network,0.8075111639037652,0.7701495088395973,0.8667642752562226,None
0.8,Victim,human,Bayesian Network,0.8048837110118507,0.7512591716491137,0.8667520819987188,None
0.9,Victim,human,Bayesian Network,0.8048600998175353,0.7594009163743268,0.8638952164009112,None
0.1,Victim,llm,Bayesian Network,0.7839714398155957,0.7259735526863806,0.8520408163265306,QWQ_plus
0.2,Victim,llm,Bayesian Network,0.8052482219808711,0.7517023044066955,0.8670076726342711,QWQ_plus
0.3,Victim,llm,Bayesian Network,0.7872456772198442,0.7307254747527785,0.8532423208191127,QWQ_plus
0.4,Victim,llm,Bayesian Network,0.7909733323082986,0.7356356601506577,0.8553137003841229,QWQ_plus
